iter	Passed	Remaining
1401	34741	113938
1402	34761	113899
1403	34782	113861
1404	34809	113841
1405	34830	113806
1406	34850	113766
1407	34874	113738
1408	34897	113708
1409	34924	113689
1410	34947	113659
1411	34969	113625
1412	34992	113595
1413	35014	113561
1414	35037	113532
1415	35059	113497
1416	35077	113451
1417	35096	113407
1418	35122	113385
1419	35144	113353
1420	35166	113320
1421	35188	113285
1422	35209	113247
1423	35228	113206
1424	35250	113174
1425	35268	113127
1426	35285	113077
1427	35306	113040
1428	35328	113006
1429	35349	112969
1430	35370	112932
1431	35391	112896
1432	35422	112891
1433	35450	112879
1434	35476	112856
1435	35502	112835
1436	35525	112806
1437	35548	112775
1438	35573	112752
1439	35600	112735
1440	35625	112710
1441	35648	112681
1442	35671	112651
1443	35696	112626
1444	35717	112591
1445	35737	112551
1446	35758	112515
1447	35780	112480
1448	35805	112457
1449	35831	112435
1450	35853	112403
1451	35873	112365
1452	35903	112354
1453	35924	112320
1454	35944	112279
1455	35964	112239
1456	35984	112202
1457	36006	112168
1458	36025	112125
1459	36047	112091
1460	36067	112053
1461	36090	112023
1462	36110	111984
1463	36138	111969
1464	36160	111937
1465	36186	111916
1466	36209	111887
1467	36238	111874
1468	36260	111842
1469	36283	111812
1470	36308	111788
1471	36330	111757
1472	36353	111725
1473	36374	111691
1474	36401	111670
1475	36421	111632
1476	36446	111609
1477	36468	111577
1478	36491	111547
1479	36512	111512
1480	36539	111492
1481	36566	111476
1482	36585	111435
1483	36609	111405
1484	36632	111376
1485	36651	111336
1486	36672	111300
1487	36692	111261
1488	36711	111220
1489	36730	111178
1490	36752	111144
1491	36770	111098
1492	36788	111055
1493	36808	111017
1494	36828	110979
1495	36850	110946
1496	36873	110915
1497	36899	110896
1498	36921	110863
1499	36944	110833
1500	36965	110797
1501	36986	110763
1502	37010	110735
1503	37031	110699
1504	37051	110663
1505	37073	110630
1506	37095	110597
1507	37117	110563
1508	37140	110535
1509	37164	110509
1510	37186	110477
1511	37207	110439
1512	37227	110403
1513	37245	110359
1514	37265	110320
1515	37284	110279
1516	37308	110253
1517	37327	110211
1518	37345	110168
1519	37370	110143
1520	37394	110117
1521	37417	110089
1522	37443	110069
1523	37464	110034
1524	37489	110010
1525	37511	109976
1526	37530	109938
1527	37553	109909
1528	37574	109872
1529	37598	109846
1530	37619	109810
1531	37638	109771
1532	37659	109736
1533	37681	109704
1534	37703	109670
1535	37722	109629
1536	37742	109592
1537	37764	109560
1538	37783	109520
1539	37799	109471
1540	37820	109436
1541	37841	109401
1542	37863	109370
1543	37888	109345
1544	37914	109325
1545	37941	109308
1546	37976	109314
1547	38016	109333
1548	38053	109344
1549	38083	109337
1550	38114	109330
1551	38134	109292
1552	38157	109263
1553	38181	109236
1554	38210	109225
1555	38230	109189
1556	38251	109151
1557	38273	109121
1558	38294	109087
1559	38312	109043
1560	38334	109010
1561	38357	108981
1562	38379	108949
1563	38400	108914
1564	38418	108872
1565	38438	108836
1566	38455	108790
1567	38474	108749
1568	38494	108711
1569	38515	108677
1570	38539	108650
1571	38560	108617
1572	38582	108584
1573	38602	108548
1574	38628	108526
1575	38649	108492
1576	38671	108462
1577	38691	108425
1578	38711	108386
1579	38730	108347
1580	38752	108316
1581	38776	108289
1582	38793	108243
1583	38815	108213
1584	38836	108178
1585	38857	108144
1586	38878	108108
1587	38898	108073
1588	38920	108043
1589	38943	108012
1590	38966	107983
1591	38989	107957
1592	39016	107939
1593	39043	107920
1594	39066	107893
1595	39088	107861
1596	39109	107826
1597	39134	107803
1598	39155	107770
1599	39177	107737
1600	39197	107700
1601	39218	107667
1602	39241	107639
1603	39264	107609
1604	39283	107571
1605	39304	107536
1606	39323	107496
1607	39349	107477
1608	39374	107452
1609	39394	107416
1610	39413	107378
1611	39436	107348
1612	39460	107322
1613	39481	107289
1614	39500	107251
1615	39527	107232
1616	39550	107204
1617	39571	107171
1618	39591	107134
1619	39616	107110
1620	39643	107094
1621	39665	107063
1622	39687	107032
1623	39709	106999
1624	39729	106962
1625	39751	106932
1626	39772	106898
1627	39793	106866
1628	39813	106828
1629	39836	106801
1630	39859	106771
1631	39881	106740
1632	39899	106700
1633	39923	106673
1634	39947	106649
1635	39969	106619
1636	39991	106585
1637	40010	106548
1638	40032	106517
1639	40056	106491
1640	40078	106461
1641	40099	106426
1642	40123	106400
1643	40148	106379
1644	40171	106349
1645	40190	106311
1646	40211	106279
1647	40235	106252
1648	40256	106218
1649	40277	106185
1650	40296	106146
1651	40321	106124
1652	40347	106105
1653	40369	106074
1654	40392	106046
1655	40417	106022
1656	40438	105989
1657	40458	105952
1658	40482	105928
1659	40506	105903
1660	40533	105885
1661	40556	105857
1662	40584	105840
1663	40609	105819
